host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within a day,Desconocido,t,Private room in rental unit,Private room,f,0.9,0.55,2,950.95,4.83,5,4.33,5,5,4.83,4.67,3,1125,2.12
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,4612.3,5,5,5,5,5,5,5,2,365,0.41
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.9,4,3003,5,5,4.87,4.93,4.93,4.93,5,3,365,4.59
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.99,2,762.3,4.79,4.64,4.71,4.64,4.71,5,4.71,1,45,2.43
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.99,2,762.3,5,5,5,5,4.67,5,4.67,1,45,0.46
within a few hours,f,t,Entire rental unit,Entire home/apt,t,1,0.59,4,775.39,5,5,5,4.5,5,5,5,2,1125,0.56
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,1,4,1722.49,4.7,4.7,4.6,4.9,4.8,5,4.9,2,365,1.49
within a day,f,t,Entire condo,Entire home/apt,f,0.83,0.83,4,1650.11,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.3
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.59,5,856.24,5,5,5,5,5,4.67,5,2,1125,1.53
within an hour,t,t,Private room in home,Private room,f,0.98,0.99,2,896.28,4.95,4.82,4.95,4.82,5,4.86,4.91,1,365,4.82
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,0.99,7,2230.69,5,4.75,4.25,4.5,5,4.25,4.5,2,1125,0.96
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,8,3562.02,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,365,1.3
a few days or more,f,t,Entire rental unit,Entire home/apt,t,0.4,1,2,1232,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,15,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.98,1,2,1177.33,4.6,4.8,4.8,5,4.8,5,4.6,1,365,1.33
a few days or more,f,t,Entire rental unit,Entire home/apt,t,0.35,0.72,16,13018.39,4.86,4.86,4.86,5,4.14,4.57,4.71,2,20,1.58
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.84,2,1292.83,4.4,4.8,4.4,5,4.8,5,4.8,3,365,1.79
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,7,3910.83,4.89,4.89,5,4.22,4.89,5,4.67,1,365,2.41
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.97,4,2206.82,5,4.8,5,5,4.8,5,4.8,2,365,1.74
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1848,4.2,4.6,4.6,5,5,4.6,5,3,365,1.95
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,3122.35,5,5,5,4.5,5,5,5,1,365,0.92
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,5,2344.65,4.82,4.73,4.27,4.64,5,5,4.64,2,1125,4.34
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.97,3,1584.66,5,5,5,1,5,5,3,2,365,1
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.97,0.98,9,3679.06,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.89,5,2741.2,4.89,4.78,4.89,5,5,5,4.67,2,1125,3.38
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.97,0.99,9,3529.68,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within a few hours,Desconocido,t,Private room in rental unit,Private room,f,1,0,1,847,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,100,1.3
within an hour,f,t,Entire condo,Entire home/apt,t,0.99,1,3,1350.58,4.89,5,4.44,5,5,4.94,4.94,1,365,1.3
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0,0.17,6,870.1,1,1,1,1,1,1,1,2,365,0.5
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,6,2374.68,4.33,4.33,4.67,4.33,4.33,4.33,4,1,365,1.07
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1362.13,4.54,4.69,4.23,4.92,4.69,4.54,4.54,2,14,2.93
within an hour,f,t,Entire condo,Entire home/apt,t,0.93,1,4,2112.11,5,5,5,5,5,5,5,3,49,1.3
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,4,1499.96,4.75,4.69,4.75,4.81,5,4.69,4.75,3,365,3.53
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1220.45,4.75,4.75,5,4.88,5,4.63,4.88,2,14,1.82
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,2695,5,5,4,5,5,5,5,3,30,0.55
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,1554.63,4.69,4.75,4.94,4.81,4.81,5,4.5,2,90,4.57
within a few hours,f,t,Room in hotel,Private room,t,0.9,0.88,1,1426.81,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within a few hours,f,t,Room in hotel,Private room,t,0.9,0.88,2,1744.82,5,5,5,5,5,5,3,1,30,0.39
Desconocido,f,f,Private room in rental unit,Private room,f,1,1,2,36428.7,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within a few hours,f,t,Room in hotel,Private room,t,0.9,0.88,3,2095.17,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within a few hours,f,t,Room in hotel,Private room,t,0.9,0.88,3,2076.69,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,30,1.3
within a few hours,f,t,Room in hotel,Private room,t,0.9,0.88,4,2659.58,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,30,1.3
within an hour,t,t,Entire home,Entire home/apt,t,1,1,12,3487.33,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,30,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,8,1928.85,4.4,4,4.4,5,4.8,4.2,4.4,1,30,1.24
within an hour,Desconocido,t,Private room in rental unit,Private room,t,0.9,1,2,1027.95,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,Desconocido,t,Private room in rental unit,Private room,t,0.9,1,4,1246.63,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1420.65,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.87,3,731.5,5,4.86,4.86,5,5,5,4.71,2,30,2.41
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,8,3746.82,4.96,4.88,4.96,4.92,5,5,4.92,2,365,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2471.7,5,5,5,5,5,5,4.92,2,180,2.9
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,3,3041.5,5,5,5,5,5,5,5,3,14,0.46
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1408.33,5,4.75,5,5,5,5,5,2,365,1.71
Desconocido,f,t,Farm stay,Entire home/apt,t,1,0.9,6,2910.6,5,5,5,5,5,5,5,2,20,0.39
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,1,3,2839.76,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,1,4,3011.47,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,2310,1,1,1,1,1,3,1,2,365,1.62
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1782.55,4.8,4.67,4.67,4.93,4.93,4.87,4.73,2,365,4.29
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1379.07,4.71,4.71,4.43,4.43,4.86,4.86,4.71,2,365,3
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.97,4,1721.72,5,5,5,5,5,5,5,3,365,1.18
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,8,3256.33,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,5,1549.24,3.78,4.22,4,4.22,4.22,4.22,3.78,1,365,2.57
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1821.82,4.8,4.8,4.8,5,5,4.8,5,1,1125,1.83
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.97,4,1408.33,5,5,5,5,5,4.8,4.8,2,180,3.7
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,1,2,2527.91,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,365,1.3
within an hour,Desconocido,t,Private room in rental unit,Private room,t,0.9,1,6,1660.12,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,Desconocido,t,Private room in rental unit,Private room,t,0.97,1,2,685.3,4.29,4.41,4,4.76,4.35,4.88,4.35,1,365,4.25
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,1,4,3813.04,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,1,4,3682.14,5,5,5,5,5,5,5,1,365,0.43
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.75,2,693,5,5,5,5,5,5,5,2,32,0.51
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,4,1933.47,4,4,4.5,2.5,4,5,4.5,1,365,0.78
Desconocido,Desconocido,t,Private room in rental unit,Private room,f,1,0.9,1,770,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,14,1.3
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.93,3,1532.3,5,5,5,5,5,4.9,5,3,20,3.61
within an hour,f,t,Entire home,Entire home/apt,f,1,1,4,4553.78,5,5,4,5,5,4,5,2,1125,1
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,1,3,1386,5,5,5,5,5,4,4,1,365,0.27
within an hour,Desconocido,t,Shared room in rental unit,Shared room,f,1,0.98,1,462,5,4.75,5,5,4.75,5,4.75,2,365,1.12
within an hour,Desconocido,t,Private room in rental unit,Private room,t,0.97,1,2,666.05,4.67,4.79,4.5,4.83,4.71,4.79,4.54,1,365,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1011.78,4.74,4.81,4.67,4.96,4.96,4.89,4.78,1,1125,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.99,0.98,4,1603.14,4.48,4.62,4.62,4.9,4.9,4.81,4.76,1,365,1.3
Desconocido,Desconocido,f,Entire rental unit,Entire home/apt,f,1,1,4,6930,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,778.47,3.83,4,3.67,4,4.17,3.83,4,1,365,2.09
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,6,6180.02,5,5,5,5,5,5,5,1,365,1.18
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1473.78,4.17,4.75,4.92,4.58,4.58,4.75,4.83,1,365,3.03
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.89,2,1116.5,4.9,4.7,4.7,4.3,4.7,4,4.6,1,365,2.54
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,f,1,0.9,2,1583.89,5,5,5,5,5,5,5,2,365,0.85
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1938.86,5,5,4.94,5,5,5,4.97,2,365,1.3
within a day,f,t,Entire rental unit,Entire home/apt,f,0.5,0.5,2,1275.12,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,4,1573.11,4.9,4.9,4.6,5,5,4.9,4.7,2,14,3.9
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1869.56,4.97,4.93,5,4.97,5,5,4.77,2,365,1.3
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,1,2,2611.07,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,393.47,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,90,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.98,6,1313.62,4.88,4.56,4.63,4.88,4.94,4.81,4.75,1,365,3.84
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.98,4,1319.01,4.89,4.68,4.58,4.89,4.89,4.89,4.63,2,365,4.49
within a day,f,f,Entire cabin,Entire home/apt,f,0.5,0,2,2079,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,1,2,7700,1,1,1,1,1,1,1,1,365,0.29
within a few hours,f,t,Entire rental unit,Entire home/apt,t,0.96,0.9,5,3442.67,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.87,9,3209.36,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.96,9,3048.43,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.86,1,9,3434.2,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1080.31,4,4.33,4.33,5,4.67,5,4,2,365,1.48
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,1302.07,4.33,4.33,4.33,4.67,4.56,4.56,4.44,2,365,3.03
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,967.89,4.6,4.8,5,4.2,4.7,4.9,4.5,2,90,3.33
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.83,4,2122.12,4.83,5,4.83,5,5,4.83,5,2,1125,2.5
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,0.99,4,1529.22,4.83,4.83,4.83,4.83,4.83,4.83,4.67,2,1125,1.98
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.99,0.99,4,1509.2,4.5,4.5,4,5,5,5,4,2,365,2
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,8,2468.62,5,5,5,4.93,5,5,4.97,2,1124,1.3
within an hour,f,t,Room in hotel,Private room,t,1,1,3,1365.98,4.44,4.22,4.78,4.56,4.78,4.89,4.44,1,365,2.65
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,8,2926,4.77,4.54,4.31,4.62,4.69,4.67,4.77,1,1125,5.06
within an hour,f,t,Room in hotel,Private room,t,1,1,1,1509.2,5,5,5,5,5,5,5,1,365,1
within an hour,f,t,Room in hotel,Private room,t,1,1,2,1821.82,5,5,4.67,5,5,5,5,1,365,1.02
within an hour,f,t,Room in hotel,Private room,t,1,1,4,1717.1,4,3.67,4.33,3.67,3.33,4,3.33,1,365,0.94
within an hour,f,t,Room in hotel,Private room,t,1,1,4,1691.69,5,5,5,5,5,5,5,1,365,0.57
within an hour,f,t,Room in hotel,Private room,t,1,1,4,1586.97,4.25,3,4.25,4.75,4,4.75,4.5,1,365,1.43
within an hour,f,t,Room in hotel,Private room,t,1,1,4,1665.51,4.6,4.4,4.8,4.4,5,5,4.6,1,365,1.83
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1698.62,4.8,4.8,5,4.4,5,4.8,4.8,3,1125,3.13
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,1265.11,4.41,4.59,4.65,4.82,4.41,4.41,4.47,3,365,4.86
within an hour,t,t,Entire townhouse,Entire home/apt,f,1,1,4,1699.39,4.5,4.5,4.5,4.5,5,4.5,4.5,2,21,0.59
within a day,f,t,Camper/RV,Entire home/apt,t,0.5,0.86,2,654.5,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1278.2,4.89,4.89,4.89,4.78,5,4.78,4.67,2,14,2.6
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1216.6,4.67,4.78,5,4.44,5,5,4.44,2,14,3.86
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,1177.33,4.71,4.71,4.71,4.71,5,4.14,4.86,2,14,2.31
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1390.62,4.75,4.75,4.88,4.88,5,4.75,4.63,2,14,2.4
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.99,0.99,3,1235.85,4.67,5,4.67,5,5,4.67,4.67,2,365,3
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,0.99,3,1515.36,5,5,4.89,5,5,4.89,4.89,2,1125,2.97
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.98,6,1302.84,4.92,4.84,4.96,4.96,4.88,5,4.92,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,992.53,4.33,4.67,4.44,4.89,5,4.89,4,2,14,2.76
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,5,1320.55,4.33,4.5,4.5,4.83,4.83,4.33,4.5,2,14,1.61
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,t,1,1,6,2364.67,4.67,4.83,4.83,4.67,4.5,5,4.5,1,60,1.84
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,8,2310,4.75,4.75,4.75,5,5,4.75,4.75,2,365,3.43
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1732.5,4.96,4.92,4.96,4.92,4.96,5,4.92,2,1125,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1061.06,4.14,4.57,4,4.43,4.86,3.86,4.14,2,14,2.12
within an hour,f,t,Private room in serviced apartment,Private room,f,1,0.85,1,616.77,3.5,4,2,4.5,3.5,3,3.5,2,28,1.09
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,1985.06,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1352.89,4.93,4.93,4.79,5,5,4.93,4.86,1,365,4.57
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,t,0.9,1,8,1951.18,3.5,4,4,5,5,5,4,2,365,1.2
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.8,2,4410.56,5,5,5,5,5,5,5,1,1125,0.79
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,0.99,4,1448.37,5,4.73,4.91,4.91,5,4.82,4.64,2,1125,3.71
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,3465,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.61,2,924,4.67,4.5,5,5,4.83,4.5,4.5,2,1125,2.14
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,3795.33,4,4,3.75,4,4,4,4,1,365,1.07
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,1,2,1540,4.8,5,4.8,5,5,4.6,4.6,2,1125,1.95
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,1061.06,4.11,4.22,4.22,4.44,4.67,4.44,4.33,2,14,3.38
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1281.28,5,5,4.67,5,4.67,4.67,4.67,2,365,0.96
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1248.94,4.44,4.67,4.78,4.22,4.22,4.67,4.22,2,14,2.65
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,0.99,4,1566.95,5,5,5,4.86,5,5,4.71,2,1125,2.44
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1620.08,5,4.5,5,4.5,5,4.5,4.5,2,365,0.65
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,2,1490.72,4.67,4.56,4.78,4.67,4.78,4.89,4.44,2,365,3.46
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,1509.97,5,5,5,5,5,4.5,5,2,14,2
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,7,1444.52,5,5,4.86,4.86,5,4.86,4.86,2,14,3.28
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,1200.43,4.78,4.78,5,4.67,5,4.78,4.56,2,14,2.52
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1526.91,4.6,4.8,4.8,5,5,4.4,4.6,2,31,3.13
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1430.66,4.58,4.58,4.92,4.75,4.83,4.83,4.5,2,14,4
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1018.71,4.71,4.43,4.71,5,4.86,4.86,4.43,2,14,2.44
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1211.21,4.5,4.33,4.17,4.5,4.92,4.67,4.42,2,14,3.67
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1062.6,4.75,4.75,4.75,4.5,5,4.75,4.25,2,14,1.35
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,1033.34,4.33,4.5,4.67,4.67,4.67,4.67,4.33,2,14,1.8
within an hour,f,t,Entire condo,Entire home/apt,f,1,0.93,6,4455.22,5,5,5,5,4.89,4.89,4.89,2,1125,2.97
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1001,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,600,1.3
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.8,4,1848,5,5,4.86,5,5,5,4.86,2,365,2.5
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,8,2255.33,4.71,4.79,4.86,4.93,4.64,4.86,4.71,1,365,4.67
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,2711.17,5,5,5,5,5,5,5,1,1125,3.45
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.97,1,15,5971.35,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,896.28,4.86,5,4.86,5,5,4.43,4.71,2,180,2.41
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,2,8470,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.97,1,16,9782.85,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1570.03,4.75,5,4.5,4.75,5,5,4.5,2,90,1.46
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.97,2,1204.28,4.52,4.85,4.52,4.63,4.85,4.93,4.44,1,365,1.3
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,t,0.92,0.96,2,1647.03,4,4,5,3,4,5,4.33,1,365,0.97
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1590.05,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,885.5,4.86,5,4.57,4.14,5,4.57,4.57,2,90,3.39
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,2,801.57,5,5,5,5,5,4.91,4.91,2,15,3.71
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.99,0.99,3,1418.34,4.5,4.5,4.5,5,5,4.5,5,2,365,2
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,6,1932.7,4.4,4.4,4.4,5,4.4,4.6,3.8,1,365,1.9
within a few hours,f,t,Entire rental unit,Entire home/apt,f,0.99,0.83,3,1147.3,5,5,5,5,5,4.8,5,1,365,1.43
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,4,1478.4,4.89,4.89,4.44,5,5,4.56,4.67,1,365,2.52
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,3,1388.31,4.88,5,4.75,5,5,4.88,4.88,3,365,3.33
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,9,4913.37,5,5,5,5,5,5,4.8,2,365,3.23
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.5,3,1031.8,5,5,4,5,5,5,5,2,9,1
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,6,1983.52,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,t,1,1,4,2420.11,4.2,4.2,4.4,4.6,4.6,4.6,4.4,1,60,3.19
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.97,1,4,2015.86,4.5,5,4.5,5,5,5,4.5,1,365,2
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.99,2,1562.33,4.69,4.77,4.92,4.85,4.85,4.92,4.62,2,365,4.94
within an hour,f,t,Entire home,Entire home/apt,f,1,1,6,3080,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,70,1.3
within a few hours,f,t,Entire rental unit,Entire home/apt,f,0.99,0.83,6,2313.08,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,f,t,Private room in hostel,Private room,t,1,1,2,1517.67,4,4,3,5,5,5,4,1,365,1
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1063.37,5,4.92,5,5,4.92,4.92,4.85,3,365,3.71
within an hour,Desconocido,t,Private room in rental unit,Private room,t,0.9,1,6,1737.89,4,5,3,5,5,5,5,2,365,0.53
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,t,0.9,1,4,1756.37,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.3
within an hour,Desconocido,t,Entire serviced apartment,Entire home/apt,t,0.9,1,6,1410.64,5,4.5,5,5,5,4.5,4.5,2,365,0.76
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,896.28,4.63,4.5,4.63,4.88,5,4.75,4.75,1,365,2.89
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,1536.15,5,5,5,4.75,5,4.5,5,2,14,1.74
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,8,2410.1,4.75,4.75,4.75,5,4.75,5,5,1,365,4
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,2258.41,3.75,4,3.5,4.25,4.5,4.75,3.25,3,365,1.48
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,7,2085.16,5,4.5,4.5,5,5,5,5,1,365,0.57
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,2320.78,5,5,5,5,5,5,4.8,3,20,3.8
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1463,5,4.5,4.5,5,5,5,5,2,365,4
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.97,1,2,1585.43,4,4.33,4,4.67,5,5,4.67,1,365,0.85
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,0.99,3,1448.37,5,4.89,4.67,4.89,5,4.89,4.89,2,1125,2.97
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1379.07,4.5,4.5,4.25,5,5,4.5,4.75,1,365,1.33
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1286.67,4.84,5,4.84,4.95,4.95,4.95,4.89,2,31,5.43
