host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.67,2,1315.31,4.85,4.82,4.77,4.87,4.85,4.95,4.85,30,139,0.8
within a day,f,t,Private room in guest suite,Private room,f,0.83,0.55,2,1162.07,4.82,4.87,4.87,4.92,4.93,4.83,4.82,28,1125,0.7
within a few hours,f,t,Entire condo,Entire home/apt,t,0.7,1,2,1992.12,4.33,4,5,4.67,4.5,4.83,4.17,30,365,0.7
within an hour,f,t,Private room in home,Private room,f,1,1,1,1277,5,5,5,5,5,5,5,28,1125,0.7
within a few hours,f,t,Entire condo,Entire home/apt,t,0.7,1,3,2528.46,5,5,5,5,5,5,4.5,30,365,0.7
within a few hours,f,t,Entire condo,Entire home/apt,t,0.7,1,4,2988.18,4.5,4.5,5,5,4,4.75,4,30,365,0.7
Desconocido,f,t,Shared room in rental unit,Shared room,f,0.9,0.9,1,893.9,4.5,5,5,5,5,4.5,5,28,1125,0.7
Desconocido,f,t,Private room in condo,Private room,f,0.9,0.9,1,2043.2,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,f,Entire bungalow,Entire home/apt,f,0.9,0.9,14,4469.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Private room in condo,Private room,f,0.9,0.9,4,510.8,5,5,4.8,4.8,5,4.8,4.8,28,30,0.2
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1647.33,0,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,4,459.72,5,5,5,5,5,5,5,28,1125,0.7
within a few hours,t,t,Private room in bungalow,Private room,f,1,1,1,944.98,5,5,5,5,5,4.67,5,30,1125,0.2
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,4775.98,4.75,4.8,4.75,4.75,4.85,4.9,4.7,30,1125,0.41
within an hour,t,f,Entire rental unit,Entire home/apt,f,1,1,2,2170.9,4.92,4.92,4.83,5,5,4.83,5,28,1125,0.24
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.88,3,2464.61,4.86,4.91,4.83,4.87,4.96,4.98,4.78,28,1125,0.7
within a few hours,f,t,Entire condo,Entire home/apt,f,1,0.9,4,3192.5,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Private room in rental unit,Private room,t,0.9,0.9,1,549.11,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,f,t,Private room in bungalow,Private room,f,1,1,4,791.74,4.79,4.83,4.79,4.91,4.91,4.74,4.67,28,180,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.97,10,7649.23,4.66,4.72,4.66,4.97,5,4.9,4.62,28,30,0.59
Desconocido,f,f,Private room in home,Private room,t,0.9,0.9,4,1736.72,3.33,4.67,3,4.67,5,5,4.67,28,720,0.7
within a few hours,f,t,Private room in rental unit,Private room,f,0.85,0.41,1,983.29,5,5,4.5,5,5,5,5,30,1125,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,5,3179.73,5,4.5,4.5,5,5,5,5,28,1125,0.7
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,3,3703.3,0,4.8,4.7,4.8,4.9,4.8,4.7,28,30,0.7
within a few hours,t,t,Private room in guest suite,Private room,f,1,0.84,1,1187.61,4.9,4.9,4.7,4.9,5,4.9,4.9,31,1125,0.2
within an hour,t,t,Private room in home,Private room,f,1,1,1,600.19,4.65,4.65,4.47,4.94,4.94,4.71,4.59,28,365,0.7
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,2,498.03,4.92,4.96,4.96,4.92,4.96,5,5,28,30,0.51
within an hour,t,t,Private room in bungalow,Private room,f,1,0.84,2,919.44,4.97,4.91,4.89,4.97,4.97,4.83,4.97,28,1125,0.71
Desconocido,f,f,Private room in rental unit,Private room,t,0.9,1,2,1277,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,90,0.7
within an hour,f,t,Entire home,Entire home/apt,t,1,0.92,4,1264.23,4.67,4.87,4.72,4.87,4.88,4.81,4.7,28,150,0.7
Desconocido,f,f,Private room in townhouse,Private room,f,0.9,0.9,2,510.8,4.67,4.76,4.81,4.76,4.76,4.67,4.57,28,1125,0.43
Desconocido,f,t,Room in boutique hotel,Private room,t,0.9,0.9,2,127700,4.67,4.67,4.67,4.67,4.67,4.33,4,28,1125,0.7
Desconocido,f,t,Room in boutique hotel,Private room,t,0.9,0.9,2,12770,4.6,4.6,4.75,4.8,4.85,5,4.8,28,1125,0.45
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1557.94,4.75,4.75,4.75,5,5,5,4.75,28,1125,0.7
Desconocido,f,f,Entire condo,Entire home/apt,t,0.9,0.9,2,6385,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,f,t,Entire guest suite,Entire home/apt,f,1,1,2,957.75,4.7,4.96,4.7,4.96,5,4.74,4.63,28,1125,0.55
Desconocido,f,t,Room in boutique hotel,Private room,t,0.9,0.9,2,12770,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Room in boutique hotel,Private room,t,0.9,0.9,2,12770,4.56,4.41,4.78,4.63,4.5,4.84,4.56,28,1125,0.72
Desconocido,f,t,Room in boutique hotel,Private room,t,0.9,0.9,2,2554,4.5,3.5,4.25,3.5,3.25,4.75,3.75,28,1125,0.7
Desconocido,f,t,Entire home,Entire home/apt,t,0.9,0.9,8,7662,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,30,0.7
Desconocido,f,t,Private room in condo,Private room,f,0.9,0.9,1,664.04,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1277,4.8,5,4.8,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire guest suite,Entire home/apt,f,0.9,0.9,2,510.8,4.75,4.88,4.66,4.75,4.91,4.69,4.81,28,1125,0.65
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,1,6,4150.25,5,5,5,5,5,5,5,28,1125,0.7
within a day,f,t,Entire home,Entire home/apt,t,0.9,0.92,3,1723.95,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,t,t,Private room in rental unit,Private room,f,0.9,1,1,1085.45,4.82,4.76,4.76,4.76,4.94,4.82,4.71,28,1125,0.35
within a day,f,t,Entire rental unit,Entire home/apt,f,0.75,0.33,2,1008.83,4.91,4.76,4.76,4.97,4.88,4.64,4.67,28,90,0.67
Desconocido,f,f,Entire guest suite,Entire home/apt,f,0.9,0.9,2,1519.63,4.33,4.5,4.5,4.83,4,4.83,4,28,30,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,2,957.75,4.88,4.88,4.75,4.75,4.88,4.88,4.63,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,1915.5,4.92,4.81,4.85,4.96,5,5,4.85,28,1125,0.53
within an hour,t,t,Private room in guest suite,Private room,t,1,1,2,830.05,4.96,4.94,4.89,4.96,4.98,4.89,4.91,28,30,0.7
within an hour,f,t,Entire condo,Entire home/apt,f,1,0.94,4,1800.57,4.68,4.7,4.54,4.85,4.81,4.89,4.57,28,1125,0.7
within a day,f,t,Entire rental unit,Entire home/apt,f,0.75,0.9,2,893.9,4.86,4.91,4.99,4.93,4.91,4.89,4.91,28,90,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,1085.45,4.52,4.7,4.57,4.43,4.65,4.74,4.7,28,1125,0.53
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.68,2,1149.3,4.69,4.9,4.83,4.93,4.9,4.93,4.83,31,360,0.6
within an hour,t,t,Private room in home,Private room,f,1,0.99,4,1762.26,4.96,4.96,4.96,5,5,4.96,4.93,28,1125,0.57
within an hour,t,t,Private room in home,Private room,f,1,1,1,638.5,5,5,5,5,5,5,4.79,28,1125,0.29
within an hour,f,f,Private room in rental unit,Private room,f,0.98,0.59,8,868.36,4.5,4.5,4,5,5,5,4,31,1125,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,0.99,5,1800.57,5,5,5,5,5,5,5,28,1125,0.19
within an hour,t,t,Private room in home,Private room,f,1,0.99,2,1366.39,4.96,4.98,4.97,4.99,4.99,4.94,4.9,28,1125,0.7
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,2,1149.3,5,5,4.8,5,5,4.8,5,28,30,0.7
a few days or more,f,f,Entire condo,Entire home/apt,f,0.33,0,2,1915.5,4.91,4.73,4.82,5,5,4.91,4.91,28,1125,0.25
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,1,766.2,4.57,4.86,4.86,4.71,4.71,4.57,4.57,28,30,0.7
within a few hours,f,t,Entire condo,Entire home/apt,t,0.7,1,5,3473.44,4.7,4.8,4.7,4.8,4.9,4.8,4.7,30,365,0.7
a few days or more,f,t,Entire condo,Entire home/apt,f,0.1,0.9,2,1647.33,3.99,4.3,3.47,4.36,4.5,4.86,4.17,28,350,0.7
within an hour,t,t,Private room in bungalow,Private room,f,1,0.98,1,638.5,4.78,4.85,4.81,4.92,4.92,4.81,4.78,28,60,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,0.8,6,4724.9,5,5,5,5,5,5,5,28,365,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.84,3,2464.61,4.9,4.96,4.82,4.93,4.96,4.97,4.74,28,1125,0.7
within a few hours,f,t,Entire bungalow,Entire home/apt,f,1,0.75,4,1404.7,4.67,4.5,4.33,4.67,4.83,4.33,4.33,28,1125,0.7
Desconocido,f,f,Private room in condo,Private room,f,0.9,0.9,3,1123.76,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.75,2,1851.65,4.2,4.2,3.8,5,4.8,5,3.8,30,1125,0.7
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,3,2400.76,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.73,1,1468.55,4.78,4.78,4.84,4.94,4.91,4.59,4.72,28,1125,0.65
Desconocido,f,t,Entire condo,Entire home/apt,t,0.9,0.9,2,727.89,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,6385,4.5,5,4.5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Private room in condo,Private room,f,0.9,0.9,2,766.2,4.5,4.5,3.5,4.5,5,5,4,28,30,0.7
Desconocido,f,f,Private room in condo,Private room,f,0.9,0.9,2,919.44,4.93,4.86,4.64,4.86,5,4.86,4.93,28,1125,0.28
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,7662,5,5,5,5,4.67,5,4.33,28,1125,0.7
Desconocido,f,t,Private room in townhouse,Private room,f,0.9,0.9,2,1162.07,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,28,0.7
within a few hours,f,t,Entire condo,Entire home/apt,t,0.7,1,5,3013.72,4,5,5,5,5,5,5,30,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,1200.38,4.54,4.7,4.65,4.73,4.73,4.89,4.59,28,365,0.8
within an hour,f,t,Entire guest suite,Entire home/apt,f,1,0.75,2,2247.52,5,5,5,5,5,5,5,31,185,0.41
Desconocido,f,f,Entire loft,Entire home/apt,t,0.9,0.9,2,1915.5,4.71,4.5,4.71,4.36,4.64,4.93,4.21,28,1125,0.28
within a day,f,t,Private room in condo,Private room,f,0.5,0.9,2,957.75,0,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,3192.5,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,5746.5,4.5,4.6,4.5,4.6,4.6,4.8,4.5,29,1125,0.25
within an hour,t,t,Private room in home,Private room,f,1,0.96,4,906.67,4.8,4.6,5,5,5,5,5,28,365,0.41
within an hour,t,t,Private room in home,Private room,f,1,0.96,4,1034.37,4.67,5,4.67,5,4.67,4.33,4.67,28,1125,0.7
within a few hours,f,t,Entire condo,Entire home/apt,f,1,0.5,6,1174.84,5,5,4.5,5,5,3.5,5,28,365,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,6,3818.23,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,3,1277,4.87,4.91,5,4.91,4.96,5,4.78,28,30,0.49
within an hour,t,t,Entire home,Entire home/apt,f,1,1,3,1187.61,4.7,4.75,4.61,4.95,4.91,4.72,4.65,28,1125,1.17
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,6,2554,4.33,5,4,5,5,5,4.67,28,1125,0.7
Desconocido,f,t,Private room in bungalow,Private room,f,0.9,0.9,6,2554,4.74,4.83,4.63,4.98,4.97,4.9,4.77,28,1125,0.7
Desconocido,f,f,Entire guest suite,Entire home/apt,f,0.9,0.9,2,1532.4,5,4.93,4.93,5,5,4.87,5,28,1125,0.31
within an hour,t,t,Private room in home,Private room,f,1,1,1,664.04,4.84,4.89,4.87,4.95,4.99,4.8,4.9,28,90,0.7
a few days or more,f,t,Entire rental unit,Entire home/apt,t,0.33,0.5,2,804.51,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within a few hours,t,t,Entire rental unit,Entire home/apt,t,1,1,2,2809.4,4.89,4.98,4.94,5,4.96,4.94,4.91,28,128,1.1
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,1,1915.5,5,5,4.5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,1915.5,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,t,t,Entire rental unit,Entire home/apt,f,0.9,1,2,3562.83,5,5,4.92,4.75,4.92,5,4.92,28,365,0.25
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,5,1213.15,4.78,4.85,4.76,4.93,5,4.24,4.8,28,1125,0.83
within an hour,f,t,Private room in condo,Private room,t,1,1,2,4827.06,4.77,4.88,4.73,4.81,4.92,5,4.81,28,1125,0.7
Desconocido,f,f,Entire townhouse,Entire home/apt,f,0.9,0.9,16,2975.41,4.33,5,4.89,4.78,4.44,5,4.56,28,60,0.7
within a few hours,f,t,Entire condo,Entire home/apt,f,0.9,0.69,6,3767.15,5,5,5,5,5,5,5,28,1125,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,2298.6,4.9,4.86,4.96,4.91,4.93,4.84,4.82,28,30,0.7
a few days or more,f,t,Entire condo,Entire home/apt,f,0.4,0.9,1,1723.95,4,5,2,5,5,1,5,28,1125,0.7
within an hour,f,t,Entire condo,Entire home/apt,f,0.9,1,3,4214.1,4.88,4.93,4.78,4.93,4.9,4.95,4.81,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.79,1,2694.47,4.89,4.84,4.91,5,4.98,4.71,4.78,28,365,0.92
within an hour,f,t,Entire condo,Entire home/apt,f,1,0.5,3,1251.46,4.5,5,5,5,5,5,4.5,28,180,0.7
Desconocido,f,t,Entire bungalow,Entire home/apt,f,0.9,0.9,2,1225.92,4.43,4.71,4.57,4.86,4.86,4.57,4.14,28,120,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1468.55,4.84,4.95,4.79,4.95,4.97,4.87,4.84,28,27,0.7
within a few hours,f,t,Private room in guest suite,Private room,f,0.9,1,2,1277,4.94,4.9,4.88,4.97,4.96,4.91,4.92,28,30,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,3192.5,5,4.67,4.33,4.33,5,5,4.67,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,2298.6,4.93,4.93,4.93,4.96,5,5,4.86,28,28,0.61
within an hour,f,t,Entire home,Entire home/apt,f,1,1,6,5095.23,5,5,5,5,5,5,5,28,89,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.97,2,3843.77,4.94,4.94,4.94,5,4.88,5,4.94,28,90,0.7
Desconocido,f,t,Entire condo,Entire home/apt,t,0.9,0.9,2,2490.15,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,180,0.7
within an hour,f,t,Private room in townhouse,Private room,f,1,0.9,5,2554,5,5,4.92,5,5,4.88,4.92,28,1125,0.53
Desconocido,f,f,Entire home,Entire home/apt,f,0.9,0.9,8,4967.53,5,5,4.5,5,5,4.5,5,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,1,2,957.75,5,5,5,5,5,4.82,5,28,1125,0.5
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,6,3371.28,5,5,4.96,5,5,4.79,5,28,1125,0.49
within an hour,t,t,Private room in home,Private room,f,1,1,1,638.5,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1902.73,5,5,5,5,5,5,4.5,28,1125,0.7
within an hour,f,t,Entire loft,Entire home/apt,f,0.9,0.96,2,3192.5,4.79,4.91,4.79,4.72,4.75,5,4.74,28,1125,1.17
within an hour,t,t,Entire guest suite,Entire home/apt,f,1,0.94,7,2030.43,4.75,4.81,4.85,4.96,4.94,4.81,4.67,28,14,0.7
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,4,2528.46,4.4,4.6,4.6,4.4,4.6,4.6,4.6,28,30,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,3,1085.45,4.71,4.57,4.14,4.71,4.86,5,4.57,28,1125,0.7
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,1,510.8,5,5,5,5,5,5,5,30,30,0.7
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,4,1532.4,5,5,5,5,5,5,5,28,60,0.7
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.88,6,7061.81,4.94,4.94,4.89,4.94,5,5,4.94,28,1125,0.37
Desconocido,f,f,Entire guest suite,Entire home/apt,t,0.9,1,2,1596.25,4,4.5,3.5,5,5,4.5,4,30,60,0.7
within an hour,Desconocido,t,Entire condo,Entire home/apt,f,1,0.98,3,3703.3,3.83,4,4,4.17,4,4.67,3.33,28,1125,0.7
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,2,2924.33,4.5,4.58,4.33,4.25,4.67,5,4.5,28,7,0.25
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,3,1008.83,4.86,5,4.86,5,5,4.86,4.71,28,1125,0.7
Desconocido,f,f,Private room in loft,Private room,f,0.9,0.9,2,3639.45,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,2,1008.83,5,5,4,5,5,5,4,28,30,0.7
within a few hours,f,t,Entire condo,Entire home/apt,f,1,1,6,2502.92,4.82,4.79,4.71,4.82,4.89,4.97,4.77,28,300,0.7
within a few hours,f,t,Entire villa,Entire home/apt,t,1,0.9,14,14034.23,5,5,5,5,5,5,5,30,365,0.7
within a few hours,f,t,Entire villa,Entire home/apt,f,1,0.9,14,39574.23,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,900,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,2,2554,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,2,702.35,5,5,5,5,5,5,5,28,61,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,2,421.41,4.86,4.86,4.86,4.86,4.86,4.57,5,28,1125,0.7
Desconocido,t,t,Private room in bungalow,Private room,f,0.9,1,2,1021.6,4.81,4.85,4.82,4.94,4.94,4.88,4.75,31,1125,0.7
within an hour,Desconocido,t,Entire home,Entire home/apt,t,1,0.96,4,2937.1,4.82,5,4.55,5,4.82,5,4.91,28,1125,0.22
within a few hours,t,t,Private room in home,Private room,f,1,0.94,2,766.2,4.93,4.86,5,4.93,4.71,4.64,4.86,28,1125,0.29
within an hour,t,t,Private room in home,Private room,f,1,1,1,638.5,4.93,4.87,4.67,5,5,4.93,4.8,28,1125,0.31
Desconocido,f,t,Private room in bungalow,Private room,f,0.9,0.9,6,1660.1,4.75,4.88,4.76,4.9,4.81,4.7,4.77,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,1,1,638.5,5,5,5,5,5,5,4.77,28,1125,0.27
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.88,4,1698.41,4.57,4.57,4.71,5,4.93,4.71,4.5,28,1125,0.29
Desconocido,f,t,Entire condo,Entire home/apt,t,0.9,0.9,2,1008.83,4.97,4.86,4.97,5,5,5,4.92,28,1125,0.76
Desconocido,f,t,Entire guest suite,Entire home/apt,t,0.9,0.9,2,2030.43,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within a few hours,f,t,Entire home,Entire home/apt,f,1,1,6,11965.49,5,5,5,5,5,5,4,28,1125,0.7
within a few hours,f,f,Entire condo,Entire home/apt,f,1,0.75,4,1353.62,4.5,4.5,4.5,4,5,5,4.5,28,60,0.85
Desconocido,f,f,Private room in home,Private room,t,0.9,0.9,1,344.79,5,5,5,5,4.75,5,4.75,28,1125,0.7
within a few hours,f,t,Entire condo,Entire home/apt,t,0.7,1,3,2413.53,4.69,4.77,4.54,4.77,4.46,4.92,4.62,30,365,0.34
within a few hours,t,t,Private room in home,Private room,t,1,0.94,2,715.12,5,4.8,5,5,5,5,5,28,1125,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,1,408.64,4.57,4.71,4.43,5,5,5,4.86,28,365,0.7
Desconocido,f,f,Entire condo,Entire home/apt,t,0.9,0.9,2,1915.5,4.75,5,5,4.25,4.75,5,5,28,1125,0.7
within a few hours,t,t,Entire home,Entire home/apt,f,1,1,3,2796.63,4.78,4.78,4.67,5,5,4.89,4.78,31,1125,0.19
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,2,1596.25,4.5,4.5,4.5,5,5,4.5,4.5,28,1125,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,6,3358.51,4.86,4.71,4.93,4.86,4.93,4.86,4.64,28,120,0.29
within an hour,f,t,Entire bungalow,Entire home/apt,t,1,1,4,1149.3,4.57,4.57,4.39,4.85,4.9,4.75,4.43,28,30,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,3,2681.7,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,f,t,Entire guest suite,Entire home/apt,f,1,0.98,3,1915.5,4.77,4.8,4.72,4.97,4.94,4.91,4.68,28,1125,0.7
within an hour,f,f,Private room in home,Private room,f,0.75,0.33,2,702.35,4.67,4.5,5,5,5,4.5,4.67,28,30,0.7
Desconocido,f,f,Entire guest suite,Entire home/apt,f,0.9,0.9,3,1098.22,5,4.92,5,5,4.92,4.67,4.92,28,1125,0.25
within an hour,f,t,Private room in home,Private room,f,1,0.89,1,702.35,4.42,4.62,4.52,4.83,4.69,4.29,4.48,28,90,1.06
within a few hours,Desconocido,t,Private room in home,Private room,t,0.9,1,6,1506.86,4.67,4.85,4.22,5,5,4.93,4.59,28,90,0.55
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,2285.83,3.67,3.67,3.67,5,5,4.67,3,28,60,0.7
Desconocido,f,t,Entire loft,Entire home/apt,f,0.9,0.9,2,3805.46,5,5,4.7,5,5,4.9,4.7,28,1125,0.2
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.73,4,1353.62,4.83,4.83,4.83,5,5,5,4.67,30,180,0.7
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,2,702.35,5,5,5,5,5,5,5,28,365,0.7
within an hour,f,f,Entire home,Entire home/apt,t,1,0.9,6,1519.63,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,36,0.7
Desconocido,f,t,Entire condo,Entire home/apt,t,0.9,0.9,6,45588.9,4.62,4.69,4.36,4.89,4.73,4.93,4.71,28,1125,1.13
Desconocido,f,t,Entire home,Entire home/apt,t,0.9,0.9,10,1404.7,3.6,3.8,4,4.6,4.4,4.6,4,28,91,0.7
Desconocido,t,t,Private room in home,Private room,f,0.9,1,1,766.2,4.77,4.77,4.84,4.84,4.84,4.8,4.7,28,60,0.9
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,1851.65,5,5,5,5,5,5,5,28,90,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,5095.23,5,5,5,4.93,5,5,4.86,28,56,0.29
Desconocido,f,t,Entire condo,Entire home/apt,t,0.9,0.96,4,2221.98,4.7,4.8,4.7,4.8,4.9,4.8,4.7,30,152,0.7
within a few hours,t,t,Entire home,Entire home/apt,f,1,1,2,1532.4,5,4.99,4.97,5,4.99,4.96,4.97,28,28,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,7,1915.5,5,4.71,4.71,4.86,4.86,4.71,4.71,32,1125,0.7
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,t,1,1,6,3192.5,4.88,4.96,4.86,4.93,4.86,5,4.63,28,60,1.15
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,2,2873.25,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,1,2,1596.25,4.96,4.97,4.93,4.97,4.98,4.88,4.9,28,89,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,1047.14,4.6,4.4,4.4,5,5,5,4.6,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,2554,4.7,4.8,4.7,4.8,4.9,4.8,4.7,30,1125,0.7
Desconocido,f,t,Entire bungalow,Entire home/apt,t,0.9,0.9,8,7662,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,f,t,Private room in townhouse,Private room,t,0.96,1,1,944.98,4.57,4.61,4.7,4.74,4.61,4.65,4.48,28,1125,0.48
Desconocido,f,f,Private room in condo,Private room,f,0.9,0.9,2,1098.22,4.75,4.75,4.5,4.75,5,4.75,5,28,45,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,12,5095.23,2,3,1,3,3,4,1,28,1125,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,16,8211.11,5,5,4.75,5,5,5,5,28,1125,0.7
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,4,1902.73,4.5,4.5,4.5,4.5,4.5,5,4.5,30,1125,0.7
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,3,766.2,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire guest suite,Entire home/apt,f,0.9,1,4,1532.4,5,5,4.97,5,5,4.79,4.83,28,1125,0.7
within a day,f,t,Entire rental unit,Entire home/apt,f,0.83,0,7,4469.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
